home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
Coritiba FBC,América FC (Minas Gerais),1,0,15 de maio de 2022 17:30,Couto Pereira,19.040,Bruno Arleu de Araújo,"[{""player"": ""Willian Roberto de Farias"", ""minute"": ""19'""}, {""player"": ""Gustavo Eliseo Mor\u00ednigo V\u00e1zquez"", ""minute"": ""39'""}]",[],"[{""player"": ""Andrey Ramos do Nascimento"", ""minute"": ""45+2'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Iago Justen Maidana Martins"", ""minute"": ""17'""}, {""player"": ""Juan Pablo Ram\u00edrez Vel\u00e1squez"", ""minute"": ""19'""}, {""player"": ""Patric Cabral Lalau"", ""minute"": ""20'""}, {""player"": ""Arthur Augusto de Matos Soares"", ""minute"": ""55'""}, {""player"": ""Rodrigo Henrique Santos de Souza"", ""minute"": ""67'""}]",[],[],[],"[{""player"": ""Iago Justen Maidana Martins"", ""minute"": ""39'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/31jhage6u02c6xbs7sh5icwlw
São Paulo FC,Cuiabá EC,2,1,15 de maio de 2022 16:00,Morumbi,27.511,Alexandre Vargas Tavares de Jesus,"[{""player"": ""Luciano da Rocha Neves"", ""minute"": ""45+1'""}, {""player"": ""Igor Silveira Gomes"", ""minute"": ""86'""}]",[],"[{""player"": ""Jonathan Calleri"", ""minute"": ""66'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Maycon Vin\u00edcius Ferreira da Cruz"", ""minute"": ""82'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Marllon Gon\u00e7alves Jer\u00f4nimo Borges"", ""minute"": ""62'""}]","[{""player"": ""Jonathan Renato Barbosa"", ""minute"": ""75'""}]","[{""player"": ""Jenison de Jesus Brito e Brito"", ""minute"": ""33'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/30uzrwd4paj09zkobgibxnnys
Fluminense FC,Club Athletico Paranaense,2,1,14 de maio de 2022 21:00,Estádio Municipal General Raulino de Oliveira,4.722,Ramon Abatti,"[{""player"": ""Jhon Adolfo Arias Andrade"", ""minute"": ""66'""}, {""player"": ""Willian Gomes de Siqueira"", ""minute"": ""75'""}, {""player"": ""Yago Felipe da Costa Rocha"", ""minute"": ""89'""}]",[],"[{""player"": ""Germ\u00e1n Ezequiel Cano"", ""minute"": ""8'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Germ\u00e1n Ezequiel Cano"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Pablo Fabricio Siles Morales"", ""minute"": ""63'""}, {""player"": ""Tom\u00e1s Esteban Cuello"", ""minute"": ""71'""}]",[],"[{""player"": ""Matheus Felipe Santos Nascimento"", ""minute"": ""90+1'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/30pxa7388m1exh3iqtnh38v10
SC Internacional,SC Corinthians Paulista,2,2,14 de maio de 2022 19:00,Beira-Rio,18.482,Braulio da Silva Machado,"[{""player"": ""Mano Menezes"", ""minute"": ""10'""}, {""player"": ""Rodrigo Dourado Cunha"", ""minute"": ""45+2'""}, {""player"": ""Daniel de Sousa Britto"", ""minute"": ""45+4'""}]",[],"[{""player"": ""Alan Patrick Louren\u00e7o"", ""minute"": ""25'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Wanderson Maciel Sousa Campos"", ""minute"": ""44'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Maycon de Andrade Barberan"", ""minute"": ""24'""}, {""player"": ""Jo\u00e3o Alves de Assis Silva"", ""minute"": ""65'""}, {""player"": ""V\u00edtor Pereira"", ""minute"": ""74'""}]",[],"[{""player"": ""Raul Gustavo Pereira Bicalho"", ""minute"": ""30'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jo\u00e3o Alves de Assis Silva"", ""minute"": ""64'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/315rv0ebu9va29zcodqe1egwk
Clube Atlético Mineiro,Atlético Goianiense,2,0,14 de maio de 2022 19:00,Estádio Raimundo Sampaio,20.749,Anderson Daronco,"[{""player"": ""Nathanael Ananias da Silva"", ""minute"": ""67'""}]",[],"[{""player"": ""Marlon Rodrigues de Freitas"", ""minute"": ""14'"", ""cont"": 1, ""penal"": 0}, {""player"": ""Givanildo Vieira de Souza"", ""minute"": ""72'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Gabriel Baralhas dos Santos"", ""minute"": ""26'""}, {""player"": ""Leonardo Augusto dos Santos Pereira"", ""minute"": ""55'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/30mh1b7allphjqnw293a4oglw
SE Palmeiras,Red Bull Bragantino,2,0,14 de maio de 2022 16:30,Allianz Parque,2.599,Flavio Rodrigues De Souza,"[{""player"": ""Gustavo Ra\u00fal G\u00f3mez Portillo"", ""minute"": ""24'""}, {""player"": ""Mayke Rocha de Oliveira"", ""minute"": ""35'""}]",[],"[{""player"": ""Danilo dos Santos de Oliveira"", ""minute"": ""30'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Raphael Cavalcante Veiga"", ""minute"": ""90+9'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Natan Bernardo de Souza"", ""minute"": ""27'""}, {""player"": ""Nathan Camargo dos Santos"", ""minute"": ""72'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/30yesrce0jlugx1j0m0wawzkk
Ceará SC,CR Flamengo,2,2,14 de maio de 2022 16:30,Castelão,52.139,Luiz Flávio de Oliveira,"[{""player"": ""Geovane da Silva de Souza"", ""minute"": ""37'""}, {""player"": ""John Steven Mendoza Valencia"", ""minute"": ""45'""}, {""player"": ""Erick de Arruda Serafim"", ""minute"": ""45+1'""}, {""player"": ""Lucas Ribeiro dos Santos"", ""minute"": ""49'""}, {""player"": ""Richardson Fernandes dos Santos"", ""minute"": ""84'""}]",[],"[{""player"": ""John Steven Mendoza Valencia"", ""minute"": ""26'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Severino do Ramo Clementino da Silva"", ""minute"": ""90+1'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Pablo Nascimento Castro"", ""minute"": ""30'""}, {""player"": ""Ayrton Lucas Dantas de Medeiros"", ""minute"": ""34'""}, {""player"": ""Bruno Henrique Pinto"", ""minute"": ""45+2'""}, {""player"": ""Marcos Paulo Lima Batista Silva"", ""minute"": ""69'""}, {""player"": ""Hugo de Souza Nogueira"", ""minute"": ""78'""}]",[],"[{""player"": ""Willian Souza Ar\u00e3o da Silva"", ""minute"": ""7'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Willian Souza Ar\u00e3o da Silva"", ""minute"": ""38'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3193ti85h428w9hd5ebholwyc
Red Bull Bragantino,Clube Atlético Mineiro,1,1,11 de maio de 2022 20:30,Nabizão,5.222,Braulio da Silva Machado,"[{""player"": ""Renan Victor da Silva"", ""minute"": ""33'""}, {""player"": ""Maur\u00edcio Barbieri"", ""minute"": ""45'""}, {""player"": ""Jadsom Meemyas de Oliveira da Silva"", ""minute"": ""64'""}, {""player"": ""Ramon Ramos Lima"", ""minute"": ""90+5'""}]","[{""player"": ""Ramon Ramos Lima"", ""minute"": ""90+5'""}]","[{""player"": ""Ytalo Jos\u00e9 Oliveira dos Santos"", ""minute"": ""13'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Eduardo Colcenti Antunes"", ""minute"": ""45'""}, {""player"": ""Antonio Ricardo Mohamed Matijevich"", ""minute"": ""45+6'""}, {""player"": ""Nathanael Ananias da Silva"", ""minute"": ""50'""}]",[],"[{""player"": ""Ignacio Mart\u00edn Fern\u00e1ndez"", ""minute"": ""66'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/31tml9gt4p9aclpv7vb4k5w5w
Avai FC,Coritiba FBC,2,1,9 de maio de 2022 20:00,Ressacada,8.548,Jefferson Ferreira de Moraes,"[{""player"": ""Jean Cl\u00e9ber Santos da Silva"", ""minute"": ""76'""}, {""player"": ""William de Oliveira Pottker"", ""minute"": ""78'""}, {""player"": ""Jean Pyerre Casagrande Silveira Corr\u00eaa"", ""minute"": ""89'""}]",[],"[{""player"": ""Guilherme Bissoli Campos"", ""minute"": ""62'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Luiz Guilherme da Concei\u00e7\u00e3o Silva"", ""minute"": ""73'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Henrique Adriano Buss"", ""minute"": ""72'""}, {""player"": ""Matheus Alexandre Anast\u00e1cio de Souza"", ""minute"": ""78'""}, {""player"": ""Alef Mangueira Severino Pereira"", ""minute"": ""89'""}]",[],"[{""player"": ""Igor Guilherme Barbosa da Paix\u00e3o"", ""minute"": ""52'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/30g16ausnct3t7v1e9lbjwlxw
EC Juventude,SC Internacional,1,1,8 de maio de 2022 19:00,Alfredo Jaconi,7.341,Bruno Arleu de Araújo,"[{""player"": ""Darlan Pereira Mendes"", ""minute"": ""17'""}, {""player"": ""J\u00e1dson Alves dos Santos"", ""minute"": ""45'""}, {""player"": ""William Matheus da Silva"", ""minute"": ""49'""}, {""player"": ""\u00d3scar Ram\u00f3n Ruiz Roa"", ""minute"": ""53'""}, {""player"": ""Vitor Mendes Alves"", ""minute"": ""80'""}]",[],"[{""player"": ""\u00d3scar Ram\u00f3n Ruiz Roa"", ""minute"": ""90+3'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Maur\u00edcio Magalh\u00e3es Prado"", ""minute"": ""51'""}, {""player"": ""Wanderson Maciel Sousa Campos"", ""minute"": ""79'""}, {""player"": ""Eden\u00edlson Andrade dos Santos"", ""minute"": ""79'""}, {""player"": ""Alan Patrick Louren\u00e7o"", ""minute"": ""86'""}, {""player"": ""Pedro Henrique Konzen Medina da Silva"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Vitor Eduardo da Silva Matos"", ""minute"": ""47'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3069nn58x98w2i7qvkigfs1lg
Fortaleza EC,São Paulo FC,1,1,8 de maio de 2022 19:00,Castelão,25.518,Ramon Abatti,"[{""player"": ""Marcelo da Concei\u00e7\u00e3o Benevenuto Malaquias"", ""minute"": ""15'""}, {""player"": ""Glaybson Yago Souza Lisboa"", ""minute"": ""88'""}]",[],"[{""player"": ""Glaybson Yago Souza Lisboa"", ""minute"": ""69'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Diego Henrique Costa Barbosa"", ""minute"": ""16'""}, {""player"": ""Igor Silveira Gomes"", ""minute"": ""45+2'""}, {""player"": ""Luciano da Rocha Neves"", ""minute"": ""84'""}]",[],"[{""player"": ""Luciano da Rocha Neves"", ""minute"": ""57'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/309hgeu52dvqjhygpaawkkgt0
Santos FC Sao Paulo,Cuiabá EC,4,1,8 de maio de 2022 18:00,Vila Belmiro,7.256,Braulio da Silva Machado,"[{""player"": ""Vinicius Nelson de Souza Zanocelo"", ""minute"": ""69'""}]",[],"[{""player"": ""Leonardo Micali Carrilho Baptist\u00e3o"", ""minute"": ""3'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""37'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Bryan Dennis Angulo Tenorio"", ""minute"": ""76'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Rwan Philipe Rodrigues de Souza Cruz"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Cristhian Yonaiker Rivas Vielma"", ""minute"": ""28'""}, {""player"": ""\u00c9verton Cardoso da Silva"", ""minute"": ""60'""}]",[],"[{""player"": ""Alesson dos Santos Batista"", ""minute"": ""11'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/302yz3kiskadkt9f2e3u5m32s
Red Bull Bragantino,SC Corinthians Paulista,0,1,8 de maio de 2022 18:00,Nabizão,9.993,Raphael Claus,"[{""player"": ""Jadsom Meemyas de Oliveira da Silva"", ""minute"": ""67'""}]",[],[],"[{""player"": ""Bruno Ferreira Melo"", ""minute"": ""88'""}, {""player"": ""Gustavo Henric da Silva"", ""minute"": ""90+3'""}]",[],"[{""player"": ""Renato Soares de Oliveira Augusto"", ""minute"": ""54'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2zwlm13pig9a9mqc2nfxuv0gk
SE Palmeiras,Fluminense FC,1,1,8 de maio de 2022 16:00,Allianz Parque,28.776,Sávio Pereira Sampaio,"[{""player"": ""Gustavo Ra\u00fal G\u00f3mez Portillo"", ""minute"": ""45+2'""}, {""player"": ""Abel Ferreira"", ""minute"": ""73'""}]",[],"[{""player"": ""Eduardo Pereira Rodrigues"", ""minute"": ""72'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Gustavo Nonato Santana"", ""minute"": ""34'""}, {""player"": ""Wellington Aparecido Martins"", ""minute"": ""45'""}, {""player"": ""Fernando Diniz"", ""minute"": ""57'""}]",[],"[{""player"": ""Germ\u00e1n Ezequiel Cano"", ""minute"": ""83'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2zzp27serrmwr7nbpt73c3od0
Atlético Goianiense,Goiás EC,0,1,8 de maio de 2022 16:00,Estádio Antônio Accioly,5.431,Wagner do Nascimento Magalhaes,"[{""player"": ""Gabriel Baralhas dos Santos"", ""minute"": ""22'""}, {""player"": ""Leonardo Augusto dos Santos Pereira"", ""minute"": ""51'""}, {""player"": ""Hayner William Monjardim Cordeiro"", ""minute"": ""52'""}, {""player"": ""Jorge de Moura Xavier"", ""minute"": ""66'""}]",[],[],"[{""player"": ""Henrique Lordelo Souza de Oliveira"", ""minute"": ""15'""}, {""player"": ""Jo\u00e3o Victor Andrade Caetano"", ""minute"": ""46'""}, {""player"": ""Danilo Carvalho Barcelos"", ""minute"": ""71'""}]",[],"[{""player"": ""\u00c9lvis Vieira Ara\u00fajo"", ""minute"": ""1'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Henrique Lordelo Souza de Oliveira"", ""minute"": ""26'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/30cus6ty7k7ihnmgxhm6jhct0
CR Flamengo,Botafogo FR,0,1,8 de maio de 2022 11:00,Estádio Nacional,54.981,Anderson Daronco,"[{""player"": ""Andreas Hugo Hoelgebaum Pereira"", ""minute"": ""34'""}]",[],[],"[{""player"": ""Renzo Saravia"", ""minute"": ""9'""}, {""player"": ""Lu\u00eds Felipe Oyama"", ""minute"": ""39'""}, {""player"": ""Lu\u00eds Castro"", ""minute"": ""45+4'""}, {""player"": ""Daniel Fortunato Borges"", ""minute"": ""72'""}]",[],"[{""player"": ""Erison Danilo de Souza"", ""minute"": ""51'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2zte8o66sfhd0jmvoaqbvxuz8
Club Athletico Paranaense,Ceará SC,1,0,7 de maio de 2022 20:30,Arena da Baixada,12.325,Leandro Pedro Vuaden,"[{""player"": ""Pedro Henrique Ribeiro Gon\u00e7alves"", ""minute"": ""13'""}, {""player"": ""Vitor Hugo Roque Ferreira"", ""minute"": ""44'""}, {""player"": ""Hugo Moura Arruda da Silva"", ""minute"": ""60'""}, {""player"": ""Vitor Hugo Naum dos Santos"", ""minute"": ""69'""}, {""player"": ""Bento Matheus Krepski"", ""minute"": ""90+6'""}]",[],"[{""player"": ""Abner Vin\u00edcius da Silva Santos"", ""minute"": ""49'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Bruno de Jesus Pacheco"", ""minute"": ""23'""}, {""player"": ""Rodrigo Oliveira Lindoso"", ""minute"": ""28'""}, {""player"": ""Jo\u00e3o Ricardo Riedi"", ""minute"": ""44'""}, {""player"": ""Dorival J\u00fanior"", ""minute"": ""85'""}, {""player"": ""Jos\u00e9 Roberto Assun\u00e7\u00e3o de Ara\u00fajo Filho"", ""minute"": ""90+8'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/30j4pdvngp2cayykat59lttzo
Clube Atlético Mineiro,América FC (Minas Gerais),1,2,7 de maio de 2022 16:30,Estádio Raimundo Sampaio,14.629,Wilton Pereira Sampaio,"[{""player"": ""Allan Rodrigues de Souza"", ""minute"": ""5'""}, {""player"": ""Givanildo Vieira de Souza"", ""minute"": ""18'""}, {""player"": ""R\u00e9ver Humberto Alves de Ara\u00fajo"", ""minute"": ""56'""}, {""player"": ""Marcos da Silva Fran\u00e7a"", ""minute"": ""90+6'""}]",[],"[{""player"": ""Ignacio Mart\u00edn Fern\u00e1ndez"", ""minute"": ""69'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Felipe Azevedo dos Santos"", ""minute"": ""20'""}, {""player"": ""Ad\u00edlson dos Anjos Oliveira"", ""minute"": ""22'""}, {""player"": ""\u00c9der Ferreira Graminho"", ""minute"": ""30'""}, {""player"": ""Gustavo C\u00e9sar Mendon\u00e7a Gravino"", ""minute"": ""57'""}]",[],"[{""player"": ""Iago Justen Maidana Martins"", ""minute"": ""7'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Ra\u00fal Alejandro C\u00e1ceres Bogado"", ""minute"": ""81'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Felipe Azevedo dos Santos"", ""minute"": ""86'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2zpxme2it4bibs8mob79q22ac
São Paulo FC,Santos FC Sao Paulo,2,1,2 de maio de 2022 20:00,Morumbi,36.746,Leandro Pedro Vuaden,"[{""player"": ""M\u00e1rcio Rafael Ferreira de Souza"", ""minute"": ""68'""}, {""player"": ""Charles Alexandre Patrice Francis Hembert"", ""minute"": ""90'""}, {""player"": ""Alisson Euler de Freitas Castro"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Jonathan Calleri"", ""minute"": ""10'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luciano da Rocha Neves"", ""minute"": ""82'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""67'""}, {""player"": ""Madson Ferreira dos Santos"", ""minute"": ""84'""}, {""player"": ""Fabi\u00e1n Daniel Bustos"", ""minute"": ""85'""}, {""player"": ""Rodrigo Fern\u00e1ndez Cedr\u00e9s"", ""minute"": ""90+2'""}, {""player"": ""Lucas Pires Silva"", ""minute"": ""90+6'""}]",[],"[{""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""45+1'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2yvto5ewbiq9p0ue4co3z0h78
SC Internacional,Avai FC,0,0,1 de maio de 2022 19:00,Beira-Rio,20.808,Wilton Pereira Sampaio,"[{""player"": ""Eden\u00edlson Andrade dos Santos"", ""minute"": ""61'""}, {""player"": ""Taison Barcellos Freda"", ""minute"": ""90'""}]",[],[],"[{""player"": ""Bruno C\u00e9sar Pereira da Silva"", ""minute"": ""54'""}, {""player"": ""Lucas Baptista F\u00e9lix"", ""minute"": ""65'""}, {""player"": ""Arthur Largura Chaves"", ""minute"": ""89'""}, {""player"": ""Jean Cl\u00e9ber Santos da Silva"", ""minute"": ""90+4'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2z88k8xin4bb4rrcybhkeabdg
Coritiba FBC,Fluminense FC,3,2,1 de maio de 2022 16:00,Couto Pereira,24.622,Raphael Claus,[],[],"[{""player"": ""Leonardo Gamalho de Souza"", ""minute"": ""53'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Andrey Ramos do Nascimento"", ""minute"": ""61'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Leonardo Gamalho de Souza"", ""minute"": ""90+5'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Paulo Henrique Chagas de Lima"", ""minute"": ""35'""}, {""player"": ""Andr\u00e9 Trindade da Costa Neto"", ""minute"": ""47'""}, {""player"": ""David de Duarte Macedo"", ""minute"": ""69'""}]",[],"[{""player"": ""Paulo Henrique Chagas de Lima"", ""minute"": ""19'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Paulo Henrique Chagas de Lima"", ""minute"": ""36'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Andr\u00e9 Trindade da Costa Neto"", ""minute"": ""51'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2zmnwia0thu5jmnqr13cqzj84
SC Corinthians Paulista,Fortaleza EC,1,0,1 de maio de 2022 16:00,Neo Química Arena,37.018,Sávio Pereira Sampaio,"[{""player"": ""Willian Borges da Silva"", ""minute"": ""85'""}, {""player"": ""V\u00edtor Pereira"", ""minute"": ""89'""}]",[],"[{""player"": ""Matheus Isa\u00edas dos Santos"", ""minute"": ""53'"", ""cont"": 1, ""penal"": 0}]","[{""player"": ""Luis Ant\u00f4nio Ferreira Rodrigues"", ""minute"": ""58'""}, {""player"": ""Matheus de Vargas"", ""minute"": ""79'""}, {""player"": ""Brayan Andr\u00e9s Ceballos Jim\u00e9nez"", ""minute"": ""85'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2yyyn71opnop5yau1kcelb0us
Botafogo FR,EC Juventude,1,1,1 de maio de 2022 11:00,Estádio Nilton Santos,34.734,Braulio da Silva Machado,"[{""player"": ""Philipe Sampaio Azevedo"", ""minute"": ""45+2'""}, {""player"": ""Jo\u00e3o Victor Santos S\u00e1"", ""minute"": ""86'""}]",[],"[{""player"": ""Diego Gon\u00e7alves"", ""minute"": ""83'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Paulo Roberto Moccelin"", ""minute"": ""24'""}, {""player"": ""Rodrigo Alves Soares"", ""minute"": ""28'""}, {""player"": ""Marlon Adriano Prezotti"", ""minute"": ""45+2'""}, {""player"": ""Jonathan Doin"", ""minute"": ""81'""}, {""player"": ""Isidro Miguel Pitta Sald\u00edvar"", ""minute"": ""82'""}]",[],"[{""player"": ""Isidro Miguel Pitta Sald\u00edvar"", ""minute"": ""64'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2z2lozs6n64c84vuhs36ilnv8
Cuiabá EC,Atlético Goianiense,1,1,30 de abril de 2022 19:00,Arena Pantanal,4.517,Douglas Marques das Flores,"[{""player"": ""\u00c9verton Cardoso da Silva"", ""minute"": ""41'""}, {""player"": ""Jo\u00e3o Lucas de Almeida Carvalho"", ""minute"": ""71'""}]",[],"[{""player"": ""Rodrigo Eduardo Costa Marinho"", ""minute"": ""82'"", ""cont"": 0, ""penal"": 0}]",[],[],"[{""player"": ""Jorge de Moura Xavier"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2zj1zr4ia9c2fbaor5omxjwus
Goiás EC,Clube Atlético Mineiro,2,2,30 de abril de 2022 18:30,Estádio Hailé Pinheiro (Serrinha),10.165,Bruno Arleu de Araújo,"[{""player"": ""Danilo Carvalho Barcelos"", ""minute"": ""5'""}, {""player"": ""Ada\u00edlson Freire Pereira da Silva"", ""minute"": ""13'""}, {""player"": ""Reynaldo C\u00e9sar Moraes"", ""minute"": ""23'""}, {""player"": ""\u00c9lvis Vieira Ara\u00fajo"", ""minute"": ""83'""}, {""player"": ""Matheus Alves da Silva Cardoso"", ""minute"": ""90+3'""}]",[],"[{""player"": ""Lu\u00eds Dialisson de Souza Alves"", ""minute"": ""53'"", ""cont"": 0, ""penal"": 0}, {""player"": ""\u00c9lvis Vieira Ara\u00fajo"", ""minute"": ""80'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Jair Rodrigues J\u00fanior"", ""minute"": ""37'""}, {""player"": ""Guilherme Antonio Arana Lopes"", ""minute"": ""79'""}, {""player"": ""Givanildo Vieira de Souza"", ""minute"": ""79'""}, {""player"": ""Nathanael Ananias da Silva"", ""minute"": ""86'""}]",[],"[{""player"": ""Givanildo Vieira de Souza"", ""minute"": ""39'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Eduardo Jes\u00fas Vargas Rojas"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2zfcdklmoll3rtuxumb9nr6s4
